Date,Site,Fraction,Acquisition Time,QC Status,"P Oshift 31/47
8/16/2021,1,UF,06/08/2023 21:46:46,Passed,49.95267664,82385.31655,0.345911742,1.502711073,1.625581853,13.56157566,0.139960376,40.10387302,0.017035811,0.027104356
8/16/2021,6,UF,06/08/2023 22:28:23,Passed,26.51571377,75134.91984,-0.017191939,3.39182245,4.331936254,12.18524145,0.217214907,19.98145253,0.030997567,0.226445993
8/16/2021,8,UF,06/08/2023 22:34:11,Passed,36.34778047,71782.54482,0.49338685,3.765338548,2.580406936,12.08750693,0.167550941,15.92229097,0.024794747,0.101165397
8/16/2021,9,UF,06/08/2023 22:39:59,Passed,36.22341502,63519.75024,-0.172445199,2.782137937,1.205649936,9.576340401,0.138896973,10.41337887,0.013785912,0.056156678
8/16/2021,10,UF,06/08/2023 22:45:47,Passed,40.16955685,79151.42972,0.989594709,2.523033816,1.992987403,10.09626239,0.182449708,5.108686349,0.016622257,0.111473762
8/16/2021,11,UF,06/08/2023 22:51:35,Passed,36.03873297,70772.656,-0.454362963,2.031909183,1.760061281,9.738721763,0.171138475,4.126818531,0.006267292,0.118362847
8/30/2021,1,UF,06/09/2023 14:36:51,Passed,39.85727717,66916.6514,-0.165043936,1.283302225,4.858187635,9.136757927,0.079879583,27.51251282,0.016518773,0.145589752
8/30/2021,6,UF,06/09/2023 14:42:39,Passed,30.95286344,68818.80776,0.447604109,3.32076437,2.787158553,10.01202011,0.2126417,15.78298033,0.030035377,0.176086489
8/30/2021,8,UF,06/09/2023 14:48:27,Passed,34.12074125,65901.15293,-0.255330983,3.691571936,1.720718505,10.15058704,0.158904198,14.00496591,0.030558249,0.120869948
8/30/2021,9,UF,06/09/2023 14:54:15,Passed,31.34709611,59504.3127,-0.343714712,3.341088091,6.41316362,8.296948729,0.14691983,9.686871732,0.021602568,0.128019242
8/30/2021,10,UF,06/09/2023 15:12:07,Passed,36.23341796,70228.72118,1.677747159,2.832305957,2.714676877,8.926495254,0.209992463,6.518264984,0.022691119,0.163615089
8/30/2021,11,UF,06/09/2023 15:59:33,Passed,34.68797588,66317.68038,-0.214989538,2.871992928,1.679067974,9.189722245,0.206415038,6.184197925,0.020162924,0.126473404
9/13/2021,1,UF,06/09/2023 19:13:24,Passed,13.23590484,67123.68102,0.908251933,1.255313564,2.410949737,8.004448432,0.096697905,31.30739139,0.018930607,0.100915076
9/13/2021,6,UF,06/09/2023 19:19:12,Passed,4.435305537,66886.98815,0.235864258,3.535660968,3.38690604,8.010355469,0.149891226,11.82834282,0.033624392,0.137453011
9/13/2021,8,UF,06/09/2023 19:30:49,Passed,5.390851509,65988.59239,0.034601817,3.165798145,1.929855909,8.903650861,0.181715362,9.980014126,0.023218714,0.114411778
9/13/2021,1,UF,06/16/2023 15:23:13,Passed,7.777,33630.246,0.399,0.644,1.187,3.930,0.040,15.463,0.008,0.045
9/13/2021,6,UF,06/16/2023 15:29:13,Passed,2.434,33678.119,0.122,1.868,2.203,4.107,0.077,5.991,0.016,0.063
9/13/2021,8,UF,06/16/2023 15:41:13,Passed,2.914,32356.616,0.028,1.610,0.987,4.517,0.073,4.952,0.011,0.052
9/13/2021,9,UF,06/16/2023 15:47:13,Passed,2.690,29543.549,0.196,1.479,0.738,3.875,0.063,3.758,0.007,0.051
9/13/2021,10,UF,06/16/2023 16:23:53,Passed,3.640,33636.098,-0.105,1.221,0.858,4.209,0.072,2.460,0.010,0.057
9/13/2021,11,UF,06/16/2023 16:29:52,Passed,3.575,33979.686,0.820,1.444,1.156,4.165,0.074,2.298,0.008,0.066
10/1/2021,1,UF,06/16/2023 21:01:46,Passed,4.986,37921.477,0.380,0.629,12.386,2.845,0.037,17.046,0.011,0.030
10/1/2021,6,UF,06/16/2023 21:07:46,Passed,3.119,40248.931,0.281,1.549,4.414,3.538,0.080,8.138,0.012,0.055
10/1/2021,8,UF,06/16/2023 21:13:46,Passed,4.573,37895.780,0.886,1.368,4.395,3.983,0.074,6.998,0.011,0.052
10/1/2021,9,UF,06/16/2023 21:44:02,Passed,5.486,34058.235,0.568,1.394,6.011,3.158,0.074,4.989,0.010,0.048
10/1/2021,10,UF,06/16/2023 21:50:03,Passed,4.560,35826.371,1.684,1.076,5.054,3.664,0.074,3.038,0.007,0.064
10/1/2021,11,UF,06/16/2023 21:56:03,Passed,3.845,35413.076,1.613,1.001,5.210,3.739,0.086,2.819,0.007,0.055
10/15/2021,1,UF,06/17/2023 05:23:09,Failed,4.423,43622.016,0.908,0.595,1.730,2.552,0.044,20.213,0.009,0.032
10/15/2021,1,UF,06/17/2023 05:29:28,Failed,4.675,44445.534,0.882,0.602,1.715,2.573,0.037,20.248,0.009,0.031
10/15/2021,6,UF,06/17/2023 05:35:27,Failed,2.890,40607.087,1.751,1.319,3.849,2.699,0.072,10.852,0.014,0.045
10/15/2021,6,UF,06/17/2023 05:41:46,Failed,2.813,39413.066,1.702,1.316,3.833,2.637,0.072,10.718,0.018,0.047
10/15/2021,8,UF,06/17/2023 05:47:46,Failed,2.673,40130.250,0.769,1.240,3.456,3.246,0.067,9.996,0.010,0.042
10/15/2021,8,UF,06/17/2023 05:54:04,Failed,2.755,40438.484,0.748,1.232,3.480,3.215,0.084,10.014,0.009,0.042
10/15/2021,8,UF,06/17/2023 07:01:37,Failed,2.634,41227.562,1.596,1.258,2.648,3.277,0.089,10.070,0.010,0.047
10/15/2021,8,UF,06/17/2023 07:07:56,Failed,2.816,39826.898,1.611,1.228,2.648,3.171,0.086,9.900,0.013,0.046
10/15/2021,9,UF,06/17/2023 07:26:13,Failed,6.792,35857.393,0.520,1.085,2.838,2.596,0.062,7.035,0.011,0.029
10/15/2021,9,UF,06/17/2023 07:32:31,Failed,6.099,35627.249,0.484,1.086,2.871,2.632,0.051,7.041,0.010,0.031
10/15/2021,10,UF,06/17/2023 07:38:31,Failed,4.319,33688.907,0.287,0.860,2.119,2.863,0.071,3.111,0.008,0.033
10/15/2021,10,UF,06/17/2023 07:44:50,Failed,4.085,33118.622,0.269,0.857,2.155,2.886,0.060,3.099,0.008,0.028
10/15/2021,11,UF,06/17/2023 07:50:50,Failed,3.334,32909.783,1.442,0.850,3.059,2.989,0.053,2.635,0.005,0.033
10/15/2021,11,UF,06/17/2023 07:57:09,Failed,3.500,32446.258,1.457,0.869,3.091,3.034,0.067,2.629,0.007,0.036
6/21/2021,1,W,05/15/2023 22:04:17,Passed,95.5127819,50014.60911,116.0729088,5.72370507,1.66740057,12.90683137,0.150406372,19.63937721,0.033927077,0.525357806
6/21/2021,6,W,05/15/2023 22:10:03,Passed,45.09788841,54436.67293,133.664967,14.03358018,4.881509423,12.81938004,0.118448905,13.0939943,0.050544452,1.038128123
6/21/2021,8,W,05/15/2023 22:15:48,Passed,49.94399893,59098.23099,131.1604015,13.90725639,5.572453166,12.84995732,0.07877133,11.62174987,0.060416937,1.26508994
6/21/2021,9,W,05/15/2023 22:33:30,Passed,52.77232571,52640.61374,156.638577,12.37242524,4.909694779,9.938812509,0.057606076,6.705153618,0.044574112,1.030440871
6/21/2021,10,W,05/15/2023 23:20:40,Passed,54.83578638,71500.29627,127.5913771,16.85714625,7.711198561,10.23554403,0.176161882,5.623833596,0.077890528,0.839074385
6/21/2021,11,W,05/15/2023 23:26:25,Passed,58.737805,62887.47531,120.6675003,10.68202712,5.914260051,10.56506158,0.066808422,5.358610464,0.045256025,0.898875317
7/6/2021,1,W,05/16/2023 04:01:35,Passed,57.53935591,54525.38436,77.52444758,3.083255099,0.76495683,10.6590466,0.219388764,22.69370722,0.026304751,0.144424108
7/6/2021,6,W,05/16/2023 04:07:19,Passed,36.68499293,59552.15035,97.56966832,9.616945001,5.466754207,12.80077676,0.249435643,13.06185317,0.048547271,0.682134351
7/6/2021,8,W,05/16/2023 04:13:04,Passed,44.82531688,57610.59772,81.95952311,8.203083986,3.558029062,13.82917128,0.262250197,9.677036408,0.040530652,0.490457816
7/6/2021,9,W,05/16/2023 04:48:13,Passed,46.80774356,49046.23454,98.73681116,7.844952931,3.888996397,10.7641016,0.188884307,6.582393289,0.042804967,0.452416619
7/6/2021,10,W,05/16/2023 05:23:44,Passed,38.64989404,61260.24576,100.1706202,6.53228589,3.934266901,11.53886998,0.241518162,5.224631131,0.039630996,0.280771718
7/6/2021,11,W,05/16/2023 05:29:29,Passed,32.41029577,62162.16546,28.02573382,5.195135144,1.384233476,11.69948027,0.274292225,5.091080274,0.035077296,-0.001168512
7/19/2021,1,W,05/16/2023 09:58:39,Passed,22.60520577,62923.38662,43.55347846,1.012853348,1.754165572,10.29064999,0.169836181,17.10206267,0.015231888,0.063468072
7/19/2021,6,W,05/16/2023 10:04:24,Passed,22.51011767,65259.94257,119.2869665,12.02201615,5.700120637,12.62339894,0.35847275,8.227165703,0.039496656,0.888477092
7/19/2021,8,W,05/16/2023 10:10:09,Passed,30.89812173,64011.09254,79.38316671,8.139114273,3.872021589,12.76774847,0.27259504,7.809188174,0.030104278,0.297722884
7/19/2021,9,W,05/16/2023 10:15:53,Passed,28.77068077,49754.12334,88.63942512,6.204399201,3.764060081,9.222424267,0.171008602,4.929314134,0.042042485,0.295942531
7/19/2021,10,W,05/16/2023 10:33:36,Passed,25.26963246,63268.9753,100.1013495,6.775508528,4.647047085,9.780257969,0.257409494,4.187726015,0.029317246,0.414494314
7/19/2021,11,W,05/16/2023 10:39:21,Passed,15.89475766,64551.12726,25.03788023,4.531669296,1.247038813,9.910478012,0.256455167,3.931188459,0.018681798,0.182256618
8/2/2021,1,W,06/08/2023 20:07:08,Passed,10.88538788,61562.5643,80.53033742,4.741788841,1.402570728,10.64215308,0.168726737,11.79461038,0.02585974,0.354315623
8/2/2021,6,W,06/08/2023 20:12:56,Passed,14.58870158,76458.18136,157.6809961,15.26767875,10.19223691,13.93709752,0.248619783,7.393256606,0.075747537,1.324702213
8/2/2021,8,W,06/08/2023 20:54:33,Passed,29.10753506,70946.97219,111.1322334,13.37836155,5.838359796,15.49780331,0.311428925,6.450318755,0.049592992,0.761784069
8/2/2021,9,W,06/08/2023 21:00:21,Passed,25.19233937,62324.82006,80.44380587,8.850362132,3.025909699,10.70069318,0.159785945,4.373409018,0.041505311,0.44927992
8/2/2021,10,W,06/08/2023 21:11:57,Passed,35.07815178,76329.77925,205.9308182,10.69956138,10.80841013,12.48456664,0.297395542,4.099539401,0.069016283,1.36011675
8/2/2021,11,W,06/08/2023 21:17:45,Passed,41.95645627,74503.44154,323.2873657,14.1517102,20.96481548,12.87696452,0.279947009,3.994123061,0.116723284,2.00696282
8/16/2021,1,W,06/09/2023 00:43:18,Passed,61.57080361,79294.02054,58.06857309,3.554835774,0.900823076,14.49303954,0.084656494,46.78106802,0.031870336,0.215610238
8/16/2021,6,W,06/09/2023 00:49:05,Passed,17.6433247,81819.56108,113.0123136,12.10165099,5.930658574,13.81730553,0.190738129,21.84308364,0.049999307,1.048513593
8/16/2021,8,W,06/09/2023 01:36:29,Passed,32.65095725,68175.88978,113.2637791,11.20779395,5.847300511,13.57569011,0.242272952,17.01734197,0.051950574,0.837690943
8/16/2021,9,W,06/09/2023 01:42:18,Passed,23.26100282,68024.7044,138.3586796,10.8266978,4.784379229,10.85797458,0.21611192,13.61586049,0.055378608,0.723358819
8/16/2021,10,W,06/09/2023 01:53:55,Passed,19.87421421,77498.88143,119.7540042,7.277727933,3.997330104,11.00226592,0.332418583,5.290536429,0.039595783,0.768383842
8/16/2021,11,W,06/09/2023 01:59:43,Passed,10.6798358,77508.33882,53.35424136,5.982762108,2.270543097,10.8712223,0.29214293,4.567571211,0.020115263,0.477174507
8/30/2021,1,W,06/09/2023 07:00:27,Passed,46.79534527,71277.8351,68.15255903,3.390378138,2.85679526,10.69824265,0.087317587,32.56351457,0.02233452,0.41524083
8/30/2021,6,W,6/9/2023 7:48,Passed,19.78009897,75217.42534,91.20089132,9.572199707,5.572672267,11.05384543,0.175990391,18.42086059,0.043235153,0.889636053
8/30/2021,8,W,06/09/2023 08:36:07,Passed,34.50934099,73233.77156,76.79010255,9.604254888,3.71192939,11.85782984,0.174289811,16.10332136,0.039907128,0.680850294
8/30/2021,9,W,06/09/2023 09:17:44,Passed,30.37911792,70502.74413,156.5055151,10.27305521,6.16750627,9.88032885,0.274478884,11.60656063,0.034248047,0.948379131
8/30/2021,10,W,06/09/2023 09:23:32,Passed,41.14922576,83398.25403,118.9763222,7.697549692,5.717798595,10.12221833,0.239604047,7.330910832,0.045463407,0.840131082
8/30/2021,11,W,06/09/2023 09:29:20,Passed,43.16239523,73066.23671,138.6826135,8.307804617,6.501947767,10.24276774,0.249750461,7.003040985,0.046478164,2.807811546
9/13/2021,1,W,06/09/2023 16:28:32,Passed,26.53826944,68527.78854,73.50309854,3.331880044,0.804946966,8.435815559,0.137674851,32.17111027,0.03320512,0.344728366
9/13/2021,6,W,06/09/2023 16:34:20,Passed,12.43470865,62685.01897,78.54575881,8.332776135,4.961874447,8.888154701,0.180539901,11.73194323,0.060500603,0.632566817
9/13/2021,8,W,06/09/2023 16:40:07,Passed,16.86006958,65323.85643,96.94885633,8.456481407,3.34357127,9.185702247,0.2474614,11.84709392,0.052019827,0.510394371
9/13/2021,9,W,06/09/2023 17:21:43,Passed,12.6370053,59257.72295,45.94588707,5.849756032,0.801904174,7.998474519,0.270525865,7.687474367,0.03168534,0.338376291
9/13/2021,10,W,06/09/2023 17:27:31,Passed,19.93146689,65359.4778,103.5043575,6.305551917,3.910367449,9.327074202,0.262042321,4.996958565,0.03902217,0.660351237
9/13/2021,11,W,06/09/2023 17:39:08,Passed,20.88045141,63901.50878,183.340854,8.310045117,8.111714825,8.706937303,0.254006092,4.501396634,0.057102594,0.918614664
10/1/2021,1,W,06/16/2023 18:06:31,Passed,15.986,39030.873,37.778,2.327,0.804,3.391,-0.011,17.649,0.013,0.131
10/1/2021,6,W,06/16/2023 18:12:31,Passed,8.957,38167.890,46.977,4.198,3.248,3.926,0.069,7.938,0.029,0.395
10/1/2021,8,W,06/16/2023 18:18:32,Passed,9.903,36865.021,25.616,4.124,2.577,4.283,0.033,7.252,0.015,0.164
10/1/2021,9,W,06/16/2023 18:24:32,Passed,8.519,32048.210,26.703,2.802,0.932,3.305,0.028,4.960,0.022,0.160
10/1/2021,10,W,06/16/2023 18:30:32,Passed,17.175,34674.468,74.787,3.164,3.353,3.789,0.016,2.928,0.020,0.507
10/1/2021,11,W,06/16/2023 18:36:31,Passed,15.600,33590.812,87.710,4.054,4.221,3.949,0.015,2.761,0.024,1.043
10/15/2021,1,W,06/17/2023 00:15:55,Passed,18.676,43932.951,55.627,1.640,0.798,3.359,0.023,20.773,0.020,0.150
10/15/2021,6,W,06/17/2023 00:21:56,Passed,10.168,40455.948,85.805,5.731,3.664,3.502,0.050,11.508,0.041,0.616
10/15/2021,8,W,06/17/2023 00:27:56,Passed,9.544,39317.607,41.043,3.601,1.378,3.642,0.035,10.295,0.015,0.273
10/15/2021,9,W,06/17/2023 00:33:56,Failed,9.047,34379.476,45.363,3.102,1.269,2.941,0.031,7.101,0.022,0.273
10/15/2021,9,W,06/17/2023 00:40:15,Failed,9.247,34491.315,45.495,3.178,1.339,2.987,0.021,7.215,0.017,0.283
10/15/2021,10,W,06/17/2023 00:46:15,Failed,14.616,33256.180,128.551,4.449,5.399,3.329,0.042,3.200,0.034,0.849
10/15/2021,10,W,06/17/2023 00:52:33,Failed,13.912,33789.070,128.082,4.404,5.462,3.420,0.046,3.185,0.032,0.856
10/15/2021,10,W,06/17/2023 00:58:33,Failed,14.195,32855.118,124.915,4.411,4.848,3.358,-0.005,3.118,0.036,0.824
10/15/2021,10,W,06/17/2023 01:04:52,Failed,14.250,32047.933,126.318,4.354,4.769,3.452,0.068,3.065,0.038,0.795
10/15/2021,11,W,06/17/2023 01:47:51,Failed,14.116,33108.481,169.858,5.468,8.502,3.502,0.056,2.813,0.031,1.028
10/15/2021,11,W,06/17/2023 01:54:10,Failed,15.271,32970.103,171.173,5.443,8.467,3.594,0.007,2.800,0.047,1.019
